Shipment_ID,Customer_ID,Origin_ServiceCenter_ID,Destination_ServiceCenter_ID,Driver_ID,Equipment_ID,Pickup_Date,Delivery_Date,Promised_Delivery_Date,Month,Quarter,Year,Service_Type,Origin_State_Full,Destination_State_Full,Weight_lbs,Pieces,Pallets,Freight_Class,Transit_Days_Actual,Transit_Days_Promised,On_Time,Base_Rate_USD,Fuel_Surcharge_USD,Accessorial_Charges_USD,Total_Revenue_USD,Total_Cost_USD,Gross_Margin_USD,Gross_Margin_Pct,Claim_Filed,Claim_Reason,Claim_Amount_USD,Miles,Revenue_Per_Hundredweight,Revenue_Per_Mile
PRO1004485,CUST0043,SC022,SC029,DRV0168,TRK0131,"Tuesday, April 18, 2023","Friday, April 21, 2023","Friday, April 21, 2023",April,2,2023,Flatbed,Ohio,Florida,15130.7,17,4,50,3,3,TRUE,"$2,208.41 ",$445.04 ,$0 ,"$2,653.45 ","$2,179.84 ",$473.61 ,17.85,FALSE,No Claim,$0 ,1811,$17.54 ,1.1
PRO1004550,CUST0153,SC018,SC010,DRV0020,TRK0090,"Tuesday, October 24, 2023","Friday, October 27, 2023","Friday, October 27, 2023",October,4,2023,Standard LTL,Texas,Kentucky,243.1,31,7,92.5,3,3,TRUE,$30.22 ,$8.31 ,$0 ,$38.53 ,$27.60 ,$10.93 ,28.37,FALSE,No Claim,$0 ,245,$15.85 ,0.02
PRO1004623,CUST0219,SC019,SC012,DRV0011,TRK0084,"Sunday, May 7, 2023","Wednesday, May 10, 2023","Wednesday, May 10, 2023",May,2,2023,Flatbed,Ohio,Maryland,7892.2,8,2,92.5,3,3,TRUE,"$1,280.48 ",$242.34 ,$0 ,"$1,522.83 ","$1,061.05 ",$461.78 ,30.32,FALSE,No Claim,$0 ,123,$19.30 ,2.23
PRO1004669,CUST0103,SC010,SC026,DRV0060,TRK0003,"Wednesday, April 12, 2023","Saturday, April 15, 2023","Saturday, April 15, 2023",April,2,2023,Flatbed,New Mexico,Texas,5995,39,9,60,3,3,TRUE,"$1,711.16 ",$337.53 ,$0 ,"$2,048.69 ","$1,346.89 ",$701.80 ,34.26,FALSE,No Claim,$0 ,73,$34.17 ,1.25
PRO1004676,CUST0134,SC009,SC029,DRV0070,TRK0076,"Sunday, April 2, 2023","Wednesday, April 5, 2023","Wednesday, April 5, 2023",April,2,2023,Time-Critical,Ohio,Missouri,19241.9,43,10,65,3,3,TRUE,"$5,911.35 ","$1,169.02 ",$0 ,"$7,080.37 ","$6,011.86 ","$1,068.51 ",15.09,FALSE,No Claim,$0 ,51,$36.80 ,3.68
PRO1004684,CUST0223,SC013,SC011,DRV0130,TRK0095,"Thursday, November 30, 2023","Sunday, December 3, 2023","Sunday, December 3, 2023",November,4,2023,Residential,Tennessee,North Carolina,1077.1,46,11,150,3,3,TRUE,$324.78 ,$68.72 ,$0 ,$393.50 ,$281.02 ,$112.48 ,28.58,FALSE,No Claim,$0 ,2296,$36.53 ,0.24
PRO1004731,CUST0140,SC022,SC017,DRV0034,TRK0055,"Tuesday, May 9, 2023","Friday, May 12, 2023","Friday, May 12, 2023",May,2,2023,Standard LTL,Missouri,Florida,457.9,26,6,65,3,3,TRUE,$132.23 ,$34.56 ,$0 ,$166.79 ,$117.95 ,$48.84 ,29.28,FALSE,No Claim,$0 ,1762,$36.42 ,0.18
PRO1004775,CUST0130,SC009,SC021,DRV0135,TRK0011,"Saturday, November 4, 2023","Tuesday, November 7, 2023","Tuesday, November 7, 2023",November,4,2023,Standard LTL,Massachusetts,Missouri,3122.8,33,8,400,3,3,TRUE,$357.12 ,$76.99 ,$0 ,$434.11 ,$360.75 ,$73.36 ,16.9,FALSE,No Claim,$0 ,1814,$13.90 ,0.5
PRO1004779,CUST0112,SC011,SC021,DRV0071,TRK0136,"Saturday, May 6, 2023","Tuesday, May 9, 2023","Tuesday, May 9, 2023",May,2,2023,Flatbed,Massachusetts,Tennessee,1216.4,42,10,50,3,3,TRUE,$316.75 ,$73.07 ,$0 ,$389.82 ,$257.42 ,$132.40 ,33.96,FALSE,No Claim,$0 ,1213,$32.05 ,0.63
PRO1004946,CUST0219,SC029,SC030,DRV0035,TRK0088,"Monday, December 4, 2023","Thursday, December 7, 2023","Thursday, December 7, 2023",December,4,2023,Time-Critical,Pennsylvania,Ohio,6444.4,48,12,500,3,3,TRUE,$839.98 ,$194.37 ,$0 ,"$1,034.35 ",$585.17 ,$449.18 ,43.43,FALSE,No Claim,$0 ,233,$16.05 ,0.57
PRO1004951,CUST0031,SC017,SC026,DRV0078,TRK0072,"Monday, April 10, 2023","Thursday, April 13, 2023","Thursday, April 13, 2023",April,2,2023,Time-Critical,New Mexico,Missouri,4199.8,47,11,92.5,3,3,TRUE,"$1,396.56 ",$313.46 ,$0 ,"$1,710.02 ",$984.84 ,$725.18 ,42.41,FALSE,No Claim,$0 ,2370,$40.72 ,1.19
PRO1004958,CUST0082,SC014,SC004,DRV0005,TRK0129,"Saturday, December 9, 2023","Tuesday, December 12, 2023","Tuesday, December 12, 2023",December,4,2023,Flatbed,Illinois,Michigan,1015.9,43,10,77.5,3,3,TRUE,$111 ,$30.30 ,$0 ,$141.30 ,$102.40 ,$38.90 ,27.53,FALSE,No Claim,$0 ,2282,$13.91 ,0.1
PRO1000049,CUST0031,SC023,SC013,DRV0086,TRK0040,"Wednesday, May 8, 2024","Saturday, May 11, 2024","Saturday, May 11, 2024",May,2,2024,Flatbed,North Carolina,Washington,6281.5,18,4,65,3,3,TRUE,"$2,193.18 ",$549.73 ,$0 ,"$2,742.91 ","$2,190.50 ",$552.41 ,20.14,FALSE,No Claim,$0 ,912,$43.67 ,2.82
PRO1000058,CUST0154,SC007,SC005,DRV0056,TRK0035,"Monday, June 10, 2024","Thursday, June 13, 2024","Thursday, June 13, 2024",June,2,2024,Flatbed,Georgia,Arizona,19722.5,39,9,150,3,3,TRUE,"$4,443.81 ",$893.13 ,$0 ,"$5,336.94 ","$4,247.83 ","$1,089.11 ",20.41,FALSE,No Claim,$0 ,2311,$27.06 ,5.71
PRO1000059,CUST0074,SC022,SC014,DRV0138,TRK0053,"Sunday, October 20, 2024","Wednesday, October 23, 2024","Wednesday, October 23, 2024",October,4,2024,Flatbed,Michigan,Florida,8527,17,4,500,3,3,TRUE,"$1,282.31 ",$314.14 ,$0 ,"$1,596.44 ","$1,096.47 ",$499.97 ,31.32,FALSE,No Claim,$0 ,339,$18.72 ,1.38
PRO1000091,CUST0126,SC011,SC005,DRV0099,TRK0108,"Saturday, June 8, 2024","Tuesday, June 11, 2024","Tuesday, June 11, 2024",June,2,2024,Residential,Georgia,Tennessee,2681.6,23,5,175,3,3,TRUE,$445.72 ,$99.12 ,$0 ,$544.84 ,$367.32 ,$177.52 ,32.58,FALSE,No Claim,$0 ,2300,$20.32 ,0.26
PRO1000112,CUST0224,SC023,SC022,DRV0163,TRK0073,"Wednesday, May 8, 2024","Saturday, May 11, 2024","Saturday, May 11, 2024",May,2,2024,Flatbed,Florida,Washington,3639.9,24,6,200,3,3,TRUE,$465.04 ,$111.37 ,$0 ,$576.41 ,$383.01 ,$193.40 ,33.55,FALSE,No Claim,$0 ,456,$15.84 ,1.41
PRO1000125,CUST0120,SC026,SC011,DRV0144,TRK0017,"Tuesday, December 3, 2024","Friday, December 6, 2024","Friday, December 6, 2024",December,4,2024,Time-Critical,Tennessee,New Mexico,7527.5,21,5,70,3,3,TRUE,$850.77 ,$180.24 ,$0 ,"$1,031.02 ",$668.78 ,$362.24 ,35.13,FALSE,No Claim,$0 ,1629,$13.70 ,0.85
PRO1000139,CUST0232,SC024,SC011,DRV0126,TRK0090,"Friday, May 31, 2024","Monday, June 3, 2024","Monday, June 3, 2024",May,2,2024,Time-Critical,Tennessee,Oregon,11410.2,15,3,110,3,3,TRUE,"$2,531.04 ",$497.93 ,$0 ,"$3,028.97 ","$1,751.27 ","$1,277.70 ",42.18,FALSE,No Claim,$0 ,2285,$26.55 ,2.74
PRO1000140,CUST0139,SC016,SC004,DRV0176,TRK0133,"Sunday, December 1, 2024","Wednesday, December 4, 2024","Wednesday, December 4, 2024",December,4,2024,Residential,Illinois,Minnesota,16580.8,46,11,110,3,3,TRUE,"$2,820.55 ",$653.76 ,$0 ,"$3,474.31 ","$2,812.59 ",$661.72 ,19.05,FALSE,No Claim,$0 ,134,$20.95 ,5.3
PRO1000196,CUST0049,SC030,SC005,DRV0189,TRK0101,"Sunday, June 16, 2024","Wednesday, June 19, 2024","Wednesday, June 19, 2024",June,2,2024,Residential,Georgia,Pennsylvania,1669.1,47,11,400,3,3,TRUE,$450.56 ,$114.11 ,$0 ,$564.67 ,$436.37 ,$128.30 ,22.72,FALSE,No Claim,$0 ,845,$33.83 ,0.43
PRO1000218,CUST0240,SC010,SC006,DRV0140,TRK0048,"Wednesday, November 27, 2024","Saturday, November 30, 2024","Saturday, November 30, 2024",November,4,2024,Standard LTL,California,Texas,17406.2,11,2,50,3,3,TRUE,"$3,372.98 ",$720.03 ,$0 ,"$4,093.01 ","$2,374.20 ","$1,718.81 ",41.99,FALSE,No Claim,$0 ,139,$23.51 ,2.21
PRO1000224,CUST0093,SC013,SC021,DRV0109,TRK0039,"Thursday, May 9, 2024","Sunday, May 12, 2024","Sunday, May 12, 2024",May,2,2024,Trade Show,Massachusetts,North Carolina,15070.9,42,10,60,3,3,TRUE,"$2,141.87 ",$492.62 ,$0 ,"$2,634.49 ","$1,687.61 ",$946.88 ,35.94,FALSE,No Claim,$0 ,1217,$17.48 ,1.99
PRO1000234,CUST0293,SC022,SC028,DRV0021,TRK0125,"Monday, December 23, 2024","Thursday, December 26, 2024","Thursday, December 26, 2024",December,4,2024,Standard LTL,Alabama,Florida,8971,48,12,250,3,3,TRUE,"$1,926.28 ",$449.26 ,$0 ,"$2,375.54 ","$1,584.53 ",$791.01 ,33.3,FALSE,No Claim,$0 ,2349,$26.48 ,1.62
PRO1000293,CUST0260,SC030,SC026,DRV0182,TRK0122,"Wednesday, June 12, 2024","Saturday, June 15, 2024","Saturday, June 15, 2024",June,2,2024,Trade Show,New Mexico,Pennsylvania,7237.9,21,5,70,3,3,TRUE,"$2,259.56 ",$629.57 ,$0 ,"$2,889.14 ","$2,055.57 ",$833.57 ,28.85,FALSE,No Claim,$0 ,2242,$39.92 ,2.17
PRO1000356,CUST0209,SC022,SC018,DRV0093,TRK0111,"Sunday, April 14, 2024","Wednesday, April 17, 2024","Wednesday, April 17, 2024",April,2,2024,Time-Critical,Kentucky,Florida,11667.2,30,7,150,3,3,TRUE,"$4,031.58 ","$1,035.03 ",$0 ,"$5,066.62 ","$3,809.07 ","$1,257.55 ",24.82,FALSE,No Claim,$0 ,404,$43.43 ,4.66
PRO1000357,CUST0277,SC020,SC011,DRV0162,TRK0041,"Thursday, November 28, 2024","Sunday, December 1, 2024","Sunday, December 1, 2024",November,4,2024,Time-Critical,Tennessee,Pennsylvania,9097.8,44,11,500,3,3,TRUE,"$1,131.35 ",$208.48 ,$0 ,"$1,339.83 ","$1,082.47 ",$257.36 ,19.21,FALSE,No Claim,$0 ,2399,$14.73 ,2.16
PRO1000440,CUST0223,SC014,SC004,DRV0059,TRK0043,"Wednesday, May 29, 2024","Saturday, June 1, 2024","Saturday, June 1, 2024",May,2,2024,Time-Critical,Illinois,Michigan,847.3,44,11,77.5,3,3,TRUE,$260.62 ,$57.87 ,$0 ,$318.48 ,$190.22 ,$128.26 ,40.27,FALSE,No Claim,$0 ,1140,$37.59 ,0.15
PRO1000504,CUST0082,SC009,SC016,DRV0053,TRK0142,"Monday, October 7, 2024","Thursday, October 10, 2024","Thursday, October 10, 2024",October,4,2024,Time-Critical,Minnesota,Missouri,12956.2,40,10,110,3,3,TRUE,"$1,360.44 ",$296.19 ,$0 ,"$1,656.63 ",$955.80 ,$700.83 ,42.3,FALSE,No Claim,$0 ,1947,$12.79 ,1.13
PRO1000537,CUST0238,SC017,SC005,DRV0186,TRK0101,"Tuesday, November 26, 2024","Friday, November 29, 2024","Friday, November 29, 2024",November,4,2024,Flatbed,Georgia,Missouri,10291.3,44,11,300,3,3,TRUE,"$3,093.86 ",$640.56 ,$0 ,"$3,734.41 ","$2,805 ",$929.41 ,24.89,FALSE,No Claim,$0 ,2419,$36.29 ,1.86
PRO1000630,CUST0191,SC011,SC007,DRV0168,TRK0013,"Sunday, November 10, 2024","Wednesday, November 13, 2024","Wednesday, November 13, 2024",November,4,2024,Time-Critical,Arizona,Tennessee,13350.3,12,3,77.5,3,3,TRUE,"$3,714.70 ",$800.05 ,$0 ,"$4,514.75 ","$2,731.03 ","$1,783.72 ",39.51,FALSE,No Claim,$0 ,1645,$33.82 ,4.33
PRO1000673,CUST0088,SC030,SC014,DRV0169,TRK0145,"Thursday, April 25, 2024","Sunday, April 28, 2024","Sunday, April 28, 2024",April,2,2024,Standard LTL,Michigan,Pennsylvania,3712.3,34,8,92.5,3,3,TRUE,"$1,198.22 ",$281.56 ,$0 ,"$1,479.78 ",$971.60 ,$508.18 ,34.34,FALSE,No Claim,$0 ,305,$39.86 ,5.03
PRO1000706,CUST0294,SC005,SC028,DRV0122,TRK0079,"Wednesday, December 11, 2024","Saturday, December 14, 2024","Saturday, December 14, 2024",December,4,2024,Residential,Alabama,Georgia,546.5,8,2,65,3,3,TRUE,$128.66 ,$33.29 ,$0 ,$161.95 ,$101.15 ,$60.80 ,37.54,FALSE,No Claim,$0 ,600,$29.63 ,0.12
PRO1000764,CUST0175,SC017,SC004,DRV0093,TRK0067,"Friday, April 26, 2024","Monday, April 29, 2024","Monday, April 29, 2024",April,2,2024,Trade Show,Illinois,Missouri,15443,32,8,250,3,3,TRUE,"$2,609.39 ",$495.39 ,$0 ,"$3,104.78 ","$2,054.23 ","$1,050.55 ",33.84,FALSE,No Claim,$0 ,683,$20.10 ,1.95
PRO1000780,CUST0088,SC004,SC019,DRV0153,TRK0012,"Tuesday, November 12, 2024","Friday, November 15, 2024","Friday, November 15, 2024",November,4,2024,Flatbed,Maryland,Illinois,9979,27,6,150,3,3,TRUE,"$3,079.04 ",$560.91 ,$0 ,"$3,639.94 ","$2,013.14 ","$1,626.80 ",44.69,FALSE,No Claim,$0 ,729,$36.48 ,4.48
PRO1000782,CUST0018,SC010,SC011,DRV0058,TRK0104,"Monday, April 29, 2024","Thursday, May 2, 2024","Thursday, May 2, 2024",April,2,2024,Time-Critical,Tennessee,Texas,7578.7,23,5,125,3,3,TRUE,"$2,352.78 ",$437.47 ,$0 ,"$2,790.26 ","$2,145.20 ",$645.06 ,23.12,FALSE,No Claim,$0 ,2429,$36.82 ,1.32
PRO1000791,CUST0270,SC026,SC012,DRV0136,TRK0050,"Monday, June 17, 2024","Thursday, June 20, 2024","Thursday, June 20, 2024",June,2,2024,Standard LTL,Ohio,New Mexico,9425.3,43,10,500,3,3,TRUE,"$1,491.61 ",$333.12 ,$0 ,"$1,824.73 ","$1,288.13 ",$536.60 ,29.41,FALSE,No Claim,$0 ,2267,$19.36 ,2.42
PRO1000818,CUST0152,SC021,SC028,DRV0077,TRK0135,"Wednesday, May 1, 2024","Saturday, May 4, 2024","Saturday, May 4, 2024",May,2,2024,Standard LTL,Alabama,Massachusetts,17980.3,30,7,60,3,3,TRUE,"$2,211.94 ",$431.38 ,$0 ,"$2,643.32 ","$2,203.90 ",$439.42 ,16.62,FALSE,No Claim,$0 ,1386,$14.70 ,15.28
PRO1000862,CUST0044,SC027,SC011,DRV0085,TRK0069,"Saturday, December 14, 2024","Tuesday, December 17, 2024","Tuesday, December 17, 2024",December,4,2024,Flatbed,Tennessee,Oklahoma,6043.9,39,9,60,3,3,TRUE,"$1,447.92 ",$282.25 ,$0 ,"$1,730.17 ","$1,366.68 ",$363.49 ,21.01,FALSE,No Claim,$0 ,1451,$28.63 ,3.04
PRO1000930,CUST0289,SC002,SC027,DRV0140,TRK0068,"Thursday, May 16, 2024","Sunday, May 19, 2024","Sunday, May 19, 2024",May,2,2024,Time-Critical,Oklahoma,Tennessee,4426.6,31,7,200,3,3,TRUE,"$1,139.11 ",$228.41 ,$0 ,"$1,367.52 ",$971 ,$396.52 ,29,FALSE,No Claim,$0 ,412,$30.89 ,4.5
PRO1000953,CUST0256,SC013,SC006,DRV0145,TRK0097,"Thursday, December 26, 2024","Sunday, December 29, 2024","Sunday, December 29, 2024",December,4,2024,Residential,California,North Carolina,8056.7,21,5,65,3,3,TRUE,"$1,807.41 ",$382.33 ,$0 ,"$2,189.73 ","$1,832.82 ",$356.91 ,16.3,FALSE,No Claim,$0 ,111,$27.18 ,3.07
PRO1001019,CUST0042,SC026,SC020,DRV0150,TRK0060,"Monday, April 8, 2024","Thursday, April 11, 2024","Thursday, April 11, 2024",April,2,2024,Flatbed,Pennsylvania,New Mexico,11147,23,5,150,3,3,TRUE,"$1,772.26 ",$488.18 ,$0 ,"$2,260.44 ","$1,756.32 ",$504.12 ,22.3,FALSE,No Claim,$0 ,1377,$20.28 ,5.21
PRO1001036,CUST0203,SC016,SC005,DRV0089,TRK0087,"Saturday, December 7, 2024","Tuesday, December 10, 2024","Tuesday, December 10, 2024",December,4,2024,Time-Critical,Georgia,Minnesota,2336.1,40,10,60,3,3,TRUE,$353.93 ,$86.45 ,$0 ,$440.38 ,$365.70 ,$74.68 ,16.96,FALSE,No Claim,$0 ,1645,$18.85 ,0.85
PRO1001072,CUST0145,SC009,SC010,DRV0055,TRK0067,"Saturday, October 19, 2024","Tuesday, October 22, 2024","Tuesday, October 22, 2024",October,4,2024,Residential,Texas,Missouri,15215.9,14,3,55,3,3,TRUE,"$2,808.38 ",$622.04 ,$0 ,"$3,430.42 ","$2,086.69 ","$1,343.73 ",39.17,FALSE,No Claim,$0 ,1700,$22.54 ,1.61
PRO1001088,CUST0066,SC007,SC009,DRV0181,TRK0045,"Friday, October 11, 2024","Monday, October 14, 2024","Monday, October 14, 2024",October,4,2024,Flatbed,Missouri,Arizona,14372.1,47,11,55,3,3,TRUE,"$1,365.08 ",$272.48 ,$0 ,"$1,637.57 ","$1,303.08 ",$334.49 ,20.43,FALSE,No Claim,$0 ,1326,$11.39 ,2.36
PRO1001105,CUST0169,SC029,SC012,DRV0154,TRK0041,"Wednesday, November 20, 2024","Saturday, November 23, 2024","Saturday, November 23, 2024",November,4,2024,Flatbed,Ohio,Ohio,11554.5,22,5,300,3,3,TRUE,"$1,381.58 ",$280.61 ,$0 ,"$1,662.19 ",$954.68 ,$707.51 ,42.56,FALSE,No Claim,$0 ,2110,$14.39 ,0.81
PRO1001191,CUST0254,SC004,SC013,DRV0177,TRK0143,"Friday, April 5, 2024","Monday, April 8, 2024","Monday, April 8, 2024",April,2,2024,Time-Critical,North Carolina,Illinois,15204.7,16,4,85,3,3,TRUE,"$4,379.61 ","$1,096.44 ",$0 ,"$5,476.05 ","$3,409.31 ","$2,066.74 ",37.74,FALSE,No Claim,$0 ,2020,$36.02 ,11.11
PRO1001237,CUST0010,SC011,SC027,DRV0168,TRK0105,"Saturday, October 26, 2024","Tuesday, October 29, 2024","Tuesday, October 29, 2024",October,4,2024,Standard LTL,Oklahoma,Tennessee,6091.6,45,11,200,3,3,TRUE,$766.86 ,$138.31 ,$0 ,$905.17 ,$523.88 ,$381.29 ,42.12,FALSE,No Claim,$0 ,2397,$14.86 ,0.52
PRO1001245,CUST0060,SC029,SC004,DRV0192,TRK0064,"Saturday, May 11, 2024","Tuesday, May 14, 2024","Tuesday, May 14, 2024",May,2,2024,Trade Show,Illinois,Ohio,10225.6,38,9,400,3,3,TRUE,"$2,522.71 ",$511.42 ,$0 ,"$3,034.14 ","$2,506.82 ",$527.32 ,17.38,FALSE,No Claim,$0 ,2393,$29.67 ,1.51
PRO1001272,CUST0089,SC003,SC001,DRV0159,TRK0121,"Tuesday, May 28, 2024","Friday, May 31, 2024","Friday, May 31, 2024",May,2,2024,Standard LTL,Arkansas,Texas,5887.8,11,2,300,3,3,TRUE,"$1,561.69 ",$426.39 ,$0 ,"$1,988.07 ","$1,500.60 ",$487.47 ,24.52,FALSE,No Claim,$0 ,1542,$33.77 ,1
PRO1001327,CUST0238,SC016,SC027,DRV0009,TRK0004,"Saturday, June 29, 2024","Tuesday, July 2, 2024","Tuesday, July 2, 2024",June,2,2024,Time-Critical,Oklahoma,Minnesota,15109.3,16,4,50,3,3,TRUE,"$2,331 ",$542.58 ,$0 ,"$2,873.58 ","$1,814.96 ","$1,058.62 ",36.84,FALSE,No Claim,$0 ,1770,$19.02 ,3.8
PRO1001363,CUST0183,SC004,SC022,DRV0100,TRK0009,"Wednesday, May 29, 2024","Saturday, June 1, 2024","Saturday, June 1, 2024",May,2,2024,Trade Show,Florida,Illinois,4562.5,23,5,92.5,3,3,TRUE,$674.37 ,$148.75 ,$0 ,$823.11 ,$698.84 ,$124.27 ,15.1,FALSE,No Claim,$0 ,1013,$18.04 ,0.39
PRO1001408,CUST0082,SC019,SC015,DRV0069,TRK0093,"Sunday, December 22, 2024","Wednesday, December 25, 2024","Wednesday, December 25, 2024",December,4,2024,Residential,Indiana,Maryland,15269.3,12,3,250,3,3,TRUE,"$3,003.99 ",$607.92 ,$0 ,"$3,611.92 ","$2,380.80 ","$1,231.12 ",34.08,FALSE,No Claim,$0 ,1970,$23.65 ,7.62
PRO1001472,CUST0035,SC027,SC018,DRV0168,TRK0120,"Tuesday, December 24, 2024","Friday, December 27, 2024","Friday, December 27, 2024",December,4,2024,Flatbed,Kentucky,Oklahoma,673.8,28,7,92.5,3,3,TRUE,$206.44 ,$49.29 ,$0 ,$255.73 ,$162.01 ,$93.72 ,36.65,FALSE,No Claim,$0 ,250,$37.95 ,1.02
PRO1001562,CUST0041,SC024,SC019,DRV0187,TRK0125,"Tuesday, December 17, 2024","Friday, December 20, 2024","Friday, December 20, 2024",December,4,2024,Standard LTL,Maryland,Oregon,18782,18,4,65,3,3,TRUE,"$5,494.46 ","$1,125 ",$0 ,"$6,619.46 ","$5,612.37 ","$1,007.09 ",15.21,FALSE,No Claim,$0 ,1315,$35.24 ,5.46
PRO1001714,CUST0081,SC019,SC006,DRV0002,TRK0047,"Friday, December 27, 2024","Monday, December 30, 2024","Monday, December 30, 2024",December,4,2024,Standard LTL,California,Maryland,14750.5,11,2,60,3,3,TRUE,"$3,421.89 ",$889.57 ,$0 ,"$4,311.46 ","$2,585.80 ","$1,725.66 ",40.02,FALSE,No Claim,$0 ,2129,$29.23 ,1.88
PRO1001832,CUST0114,SC004,SC028,DRV0129,TRK0136,"Monday, April 1, 2024","Thursday, April 4, 2024","Thursday, April 4, 2024",April,2,2024,Residential,Alabama,Illinois,2242.2,18,4,175,3,3,TRUE,$506.62 ,$91.77 ,$0 ,$598.39 ,$353.38 ,$245.01 ,40.94,FALSE,No Claim,$0 ,1546,$26.69 ,0.71
PRO1001852,CUST0054,SC002,SC004,DRV0173,TRK0033,"Monday, October 21, 2024","Thursday, October 24, 2024","Thursday, October 24, 2024",October,4,2024,Time-Critical,Illinois,Tennessee,15931.7,26,6,300,3,3,TRUE,"$5,072.52 ",$958.37 ,$0 ,"$6,030.89 ","$3,505.63 ","$2,525.26 ",41.87,FALSE,No Claim,$0 ,1901,$37.85 ,6.53
PRO1001893,CUST0229,SC018,SC019,DRV0079,TRK0114,"Wednesday, April 17, 2024","Saturday, April 20, 2024","Saturday, April 20, 2024",April,2,2024,Time-Critical,Maryland,Kentucky,5592.6,23,5,70,3,3,TRUE,$615.80 ,$116.98 ,$0 ,$732.77 ,$429.98 ,$302.79 ,41.32,FALSE,No Claim,$0 ,1832,$13.10 ,0.38
PRO1001907,CUST0230,SC024,SC006,DRV0122,TRK0035,"Wednesday, December 11, 2024","Saturday, December 14, 2024","Saturday, December 14, 2024",December,4,2024,Flatbed,California,Oregon,9664.9,41,10,110,3,3,TRUE,"$2,208.15 ",$569.26 ,$0 ,"$2,777.41 ","$1,730.58 ","$1,046.83 ",37.69,FALSE,No Claim,$0 ,374,$28.74 ,1.45
PRO1001917,CUST0209,SC027,SC021,DRV0015,TRK0039,"Saturday, November 9, 2024","Tuesday, November 12, 2024","Tuesday, November 12, 2024",November,4,2024,Trade Show,Massachusetts,Oklahoma,14965.2,46,11,60,3,3,TRUE,"$1,651.81 ",$453.21 ,$0 ,"$2,105.02 ","$1,733.26 ",$371.76 ,17.66,FALSE,No Claim,$0 ,2023,$14.07 ,1.23
PRO1001955,CUST0017,SC014,SC005,DRV0136,TRK0080,"Friday, June 28, 2024","Monday, July 1, 2024","Monday, July 1, 2024",June,2,2024,Residential,Georgia,Michigan,10011.1,11,2,500,3,3,TRUE,"$2,016.11 ",$508.55 ,$0 ,"$2,524.66 ","$1,880.33 ",$644.33 ,25.52,FALSE,No Claim,$0 ,107,$25.22 ,1.36
PRO1001963,CUST0204,SC004,SC014,DRV0096,TRK0103,"Thursday, November 28, 2024","Sunday, December 1, 2024","Sunday, December 1, 2024",November,4,2024,Residential,Michigan,Illinois,13544.4,30,7,400,3,3,TRUE,"$3,594.14 ",$943.29 ,$0 ,"$4,537.43 ","$3,548.81 ",$988.62 ,21.79,FALSE,No Claim,$0 ,2382,$33.50 ,9.37
PRO1001997,CUST0276,SC008,SC016,DRV0022,TRK0058,"Sunday, December 29, 2024","Wednesday, January 1, 2025","Wednesday, January 1, 2025",December,4,2024,Standard LTL,Minnesota,Colorado,5679.3,43,10,77.5,3,3,TRUE,"$1,696.78 ",$342.17 ,$0 ,"$2,038.95 ","$1,675.80 ",$363.15 ,17.81,FALSE,No Claim,$0 ,533,$35.90 ,6.66
PRO1002029,CUST0197,SC008,SC026,DRV0058,TRK0133,"Saturday, October 19, 2024","Tuesday, October 22, 2024","Tuesday, October 22, 2024",October,4,2024,Time-Critical,New Mexico,Colorado,2003.3,22,5,85,3,3,TRUE,$466.98 ,$115.82 ,$0 ,$582.81 ,$362.31 ,$220.50 ,37.83,FALSE,No Claim,$0 ,1532,$29.09 ,0.29
PRO1002071,CUST0108,SC011,SC016,DRV0134,TRK0073,"Sunday, June 23, 2024","Wednesday, June 26, 2024","Wednesday, June 26, 2024",June,2,2024,Flatbed,Minnesota,Tennessee,19455,43,10,300,3,3,TRUE,"$5,486.66 ",$989.35 ,$0 ,"$6,476.01 ","$3,677.05 ","$2,798.96 ",43.22,FALSE,No Claim,$0 ,524,$33.29 ,25.1
PRO1002076,CUST0036,SC010,SC007,DRV0176,TRK0042,"Wednesday, June 19, 2024","Saturday, June 22, 2024","Saturday, June 22, 2024",June,2,2024,Residential,Arizona,Texas,12307.4,11,2,77.5,3,3,TRUE,"$3,161.01 ",$851.53 ,$0 ,"$4,012.53 ","$2,233.40 ","$1,779.13 ",44.34,FALSE,No Claim,$0 ,397,$32.60 ,4.68
PRO1002086,CUST0130,SC001,SC020,DRV0104,TRK0102,"Thursday, October 10, 2024","Sunday, October 13, 2024","Sunday, October 13, 2024",October,4,2024,Flatbed,Pennsylvania,Arkansas,18778.3,48,12,70,3,3,TRUE,"$5,555.19 ","$1,072.06 ",$0 ,"$6,627.25 ","$4,867.66 ","$1,759.59 ",26.55,FALSE,No Claim,$0 ,1550,$35.29 ,5.6
PRO1002096,CUST0012,SC013,SC020,DRV0170,TRK0111,"Tuesday, April 9, 2024","Friday, April 12, 2024","Friday, April 12, 2024",April,2,2024,Standard LTL,Pennsylvania,North Carolina,1178,43,10,150,3,3,TRUE,$391.24 ,$100.50 ,$0 ,$491.74 ,$322.28 ,$169.46 ,34.46,FALSE,No Claim,$0 ,495,$41.74 ,1.11
